id	site	contest	problem	title	difficulty	tags	includes	logged_at	memo_path	source_path	url	summary
atcoder/abc272/a	atcoder	abc272	a	A - Integer Sum	1			2026-07-08	log/atcoder/abc272/a/memo.md	log/atcoder/abc272/a/main.cpp	https://atcoder.jp/contests/abc272/tasks/abc272_a	$N$ 個の総和を出力します．
atcoder/abc272/b	atcoder	abc272	b	B - Everyone is Friends	1			2026-07-08	log/atcoder/abc272/b/memo.md	log/atcoder/abc272/b/main.cpp	https://atcoder.jp/contests/abc272/tasks/abc272_b	全部の $2$ 人組をチェックします．
atcoder/abc272/c	atcoder	abc272	c	C - Max Even	1			2026-07-08	log/atcoder/abc272/c/memo.md	log/atcoder/abc272/c/main.cpp	https://atcoder.jp/contests/abc272/tasks/abc272_c	偶数 $2$ 個，奇数 $2$ 個それぞれをチェックします．
atcoder/abc272/d	atcoder	abc272	d	D - Root M Leaper	3	BFS		2026-07-08	log/atcoder/abc272/d/memo.md	log/atcoder/abc272/d/main.cpp	https://atcoder.jp/contests/abc272/tasks/abc272_d	BFS で最短操作回数を求めます．
atcoder/abc272/e	atcoder	abc272	e	E - Add and Mex	3	mex,調和級数	other/mex.hpp	2026-07-08	log/atcoder/abc272/e/memo.md	log/atcoder/abc272/e/main.cpp	https://atcoder.jp/contests/abc272/tasks/abc272_e	$N$ 個の非負整数の mex は $N$ 以下です．
atcoder/abc272/f	atcoder	abc272	f	F - Two Strings	4		string/suffix_array.hpp,alg/monoid/min.hpp	2026-07-08	log/atcoder/abc272/f/memo.md	log/atcoder/abc272/f/main.cpp	https://atcoder.jp/contests/abc272/tasks/abc272_f	$SSTT$ の suffix array を作りました．
atcoder/abc272/g	atcoder	abc272	g	G - Yet Another mod M	4	乱択	random/base.hpp,nt/divisors.hpp	2026-07-08	log/atcoder/abc272/g/memo.md	log/atcoder/abc272/g/main.cpp	https://atcoder.jp/contests/abc272/tasks/abc272_g	最適解をひとつ固定したとき，乱択した $i,j$ がそれに対応する確率は $1/4$ 程度あります．
atcoder/abc272/h	atcoder	abc272	h	Ex - Flipping Coins 2	7	固有関数,rook_polynomial,newton_basis,下降べき	mod/modint.hpp,poly/multipoint.hpp,poly/convolution_all.hpp	2026-07-08	log/atcoder/abc272/h/memo.md	log/atcoder/abc272/h/main.cpp	https://atcoder.jp/contests/abc272/tasks/abc272_h	algorithm lectures で解説しました．
atcoder/abc465/a	atcoder	abc465	a	A - Supermajority	1			2026-07-04	log/atcoder/abc465/a/memo.md	log/atcoder/abc465/a/main.cpp	https://atcoder.jp/contests/abc465/tasks/abc465_a	両辺を $3$ 倍して整数比較のまま誤差なしで処理できます．
atcoder/abc465/b	atcoder	abc465	b	B - Parking 2	1			2026-07-04	log/atcoder/abc465/b/memo.md	log/atcoder/abc465/b/main.cpp	https://atcoder.jp/contests/abc465/tasks/abc465_b	長さ $24$ の配列に料金を書き込み，必要な区間を足します．
atcoder/abc465/c	atcoder	abc465	c	C - Reverse Permutation	3	deque,シミュレーション		2026-07-04	log/atcoder/abc465/c/memo.md	log/atcoder/abc465/c/main.cpp	https://atcoder.jp/contests/abc465/tasks/abc465_c	次のように言い換えると簡単です．
atcoder/abc465/d	atcoder	abc465	d	D - X to Y	2	K進法		2026-07-04	log/atcoder/abc465/d/memo.md	log/atcoder/abc465/d/main.cpp	https://atcoder.jp/contests/abc465/tasks/abc465_d	$K$ 進法表記の文字列で操作を言い換えます（ただし $0$ は敢えて空文字列扱いとします）．
atcoder/abc465/e	atcoder	abc465	e	E - Digit Circus	3	桁dp,実装	mod/modint.hpp	2026-07-04	log/atcoder/abc465/e/memo.md	log/atcoder/abc465/e/main.cpp	https://atcoder.jp/contests/abc465/tasks/abc465_e	やや面倒実装ですが，基礎的な桁dpです．
atcoder/abc465/f	atcoder	abc465	f	F - Sjeltzer?	4	多次元累積和		2026-07-04	log/atcoder/abc465/f/memo.md	log/atcoder/abc465/f/main.cpp	https://atcoder.jp/contests/abc465/tasks/abc465_f	$6$ 次元の累積和テーブルを作ればよいです．
atcoder/abc465/g	atcoder	abc465	g	G - Sum of Mex of Mod of Linear	5	差分更新,実装	ds/fastset.hpp,mod/mod_inv.hpp	2026-07-04	log/atcoder/abc465/g/memo.md	log/atcoder/abc465/g/main.cpp	https://atcoder.jp/contests/abc465/tasks/abc465_g	基本的には実装問題です．やや大変．
atcoder/abc467/a	atcoder	abc467	a	A - Obesity	1			2026-07-18	log/atcoder/abc467/a/memo.md	log/atcoder/abc467/a/main.cpp	https://atcoder.jp/contests/abc467/tasks/abc467_a	読解だけですが，単位の変換みたいな注意要素もあります．
atcoder/abc467/b	atcoder	abc467	b	B - Keep the Change	1			2026-07-18	log/atcoder/abc467/b/memo.md	log/atcoder/abc467/b/main.cpp	https://atcoder.jp/contests/abc467/tasks/abc467_b	読解だけです．結局 keep のときの b-a を足すだけです．
atcoder/abc467/d	atcoder	abc467	d	D - Concentric Circles	3	幾何,垂直二等分線	geo/perpendicular_bisector.hpp	2026-07-18	log/atcoder/abc467/d/memo.md	log/atcoder/abc467/d/main.cpp	https://atcoder.jp/contests/abc467/tasks/abc467_d	中心としてとれる点は垂直二等分線上の点全体です．
atcoder/abc467/e	atcoder	abc467	e	E - Adjacent Sums (hard)	4			2026-07-18	log/atcoder/abc467/e/memo.md	log/atcoder/abc467/e/main.cpp	https://atcoder.jp/contests/abc467/tasks/abc467_e	足す回数 $(x_i)$ （mod M で考える）について， $x_i+x_{i+1}$ がいくつという制約があります．
atcoder/abc467/f	atcoder	abc467	f	F - Email Scheduling Optimization	4	ソート順の決定,値をインデックスにする	ds/segtree/segtree.hpp	2026-07-18	log/atcoder/abc467/f/memo.md	log/atcoder/abc467/f/main.cpp	https://atcoder.jp/contests/abc467/tasks/abc467_f	$(A_1,B_1),(A_2,B_2)$ の並び順について考察すると， $B$ について降順ソートするのが最適であると分かります．
atcoder/abc467/g	atcoder	abc467	g	G - Many Sweets Problem	5	矩形クエリ,Wavelet_Matrix,Wavelet_Matrix_二分探索	ds/wavelet_matrix/wavelet_matrix_2d_range.hpp,ds/fenwicktree/fenwicktree.hpp,alg/monoid/add_pair.hpp	2026-07-18	log/atcoder/abc467/g/memo.md	log/atcoder/abc467/g/main.cpp	https://atcoder.jp/contests/abc467/tasks/abc467_g	algorithm lectures がABC作問に影響してるかは知らないですが，まあこれですね．
atcoder/arc104/a	atcoder	arc104	a	A - Plus Minus	1			2026-07-03	log/atcoder/arc104/a/memo.md	log/atcoder/arc104/a/main.cpp	https://atcoder.jp/contests/arc104/tasks/arc104_a	連立方程式を解くだけです．全探索でもよいです．
atcoder/arc104/b	atcoder	arc104	b	B - DNA Sequence	2			2026-07-03	log/atcoder/arc104/b/memo.md	log/atcoder/arc104/b/main.cpp	https://atcoder.jp/contests/arc104/tasks/arc104_b	区間は全探索でよい制約です．判定は個数だけから行えます．
atcoder/arc104/c	atcoder	arc104	c	C - Fair Elevator	4			2026-07-03	log/atcoder/arc104/c/memo.md	log/atcoder/arc104/c/main.cpp	https://atcoder.jp/contests/arc104/tasks/arc104_c	[0,n], [1,n+1],...,[n-1,2n-1] のような形を並べるということになります．
atcoder/arc104/d	atcoder	arc104	d	D - Multiset Mean	4	戻すdp	mod/dynamic_modint.hpp	2026-07-03	log/atcoder/arc104/d/memo.md	log/atcoder/arc104/d/main.cpp	https://atcoder.jp/contests/arc104/tasks/arc104_d	$x$ ずつ引いた上で，和を $0$ にする方法を数えます．
atcoder/arc104/e	atcoder	arc104	e	E - Random LIS	5	N<=6,lis数え上げ	mod/modint.hpp,seq/longest_increasing_subsequence.hpp,enumerate/multiset.hpp	2026-07-03	log/atcoder/arc104/e/memo.md	log/atcoder/arc104/e/main.cpp	https://atcoder.jp/contests/arc104/tasks/arc104_e	とにかく計算量が $\max A_i$ に依存しなければだいたい大丈夫だという問題です．
atcoder/arc104/f	atcoder	arc104	f	F - Visibility Sequence	5	Cartesian_Tree,タイブレイク,区間dp	mod/modint.hpp	2026-07-03	log/atcoder/arc104/f/memo.md	log/atcoder/arc104/f/main.cpp	https://atcoder.jp/contests/arc104/tasks/arc104_f	おおよそ，Cartesian Tree としてありうるのは何通り？ということです．
atcoder/arc224/a	atcoder	arc224	a	A - Attach 00	2			2026-07-12	log/atcoder/arc224/a/memo.md	log/atcoder/arc224/a/main.cpp	https://atcoder.jp/contests/arc224/tasks/arc224_a	$100K$ が条件を満たします．小さい順に $100$ 個以下を調べればよいです．
atcoder/arc224/b	atcoder	arc224	b	B - Adjacent Tiles	3	bounding_box		2026-07-12	log/atcoder/arc224/b/memo.md	log/atcoder/arc224/b/main.cpp	https://atcoder.jp/contests/arc224/tasks/arc224_b	証明まで含めるとちょっと難しそう．
atcoder/arc224/c	atcoder	arc224	c	C - Ascending Labels	2	DFS木	graph/base.hpp	2026-07-12	log/atcoder/arc224/c/memo.md	log/atcoder/arc224/c/main.cpp	https://atcoder.jp/contests/arc224/tasks/arc224_c	DFS 木が条件を満たします．木辺または後退辺（この場合多重辺がないので $2$ 個以上祖先に進んだところへ行く）しかないからです．
atcoder/arc224/d	atcoder	arc224	d	D - Angst for All Pairs	3			2026-07-12	log/atcoder/arc224/d/memo.md	log/atcoder/arc224/d/main.cpp	https://atcoder.jp/contests/arc224/tasks/arc224_d	カードから数を見るんじゃなくて，各 $x\in [1,K]$ に対して $x$ を書くカード集合を考えます．
atcoder/arc224/e	atcoder	arc224	e	E - ABC|AB|A	3			2026-07-12	log/atcoder/arc224/e/memo.md	log/atcoder/arc224/e/main.cpp	https://atcoder.jp/contests/arc224/tasks/arc224_e	ABC があれば消す，それがないときに AB があれば消す，という種の貪欲でよいです．
atcoder/arc224/f	atcoder	arc224	f	F - AND/OR	5	二項係数累積和	mod/modint.hpp,mod/prefix_sum_of_binom.hpp	2026-07-12	log/atcoder/arc224/f/memo.md	log/atcoder/arc224/f/main.cpp	https://atcoder.jp/contests/arc224/tasks/arc224_f	最大値は二分探索で求めることにすれば，結局次を解けばよいことになります．
atcoder/awc0100/a	atcoder	awc0100	a	A - アルバイトの給料計算	1			2026-06-28	log/atcoder/awc0100/a/memo.md	log/atcoder/awc0100/a/main.cpp	https://atcoder.jp/contests/awc0100/tasks/awc0100_a	$\sum A_iT_i$ を出力します．
atcoder/awc0100/b	atcoder	awc0100	b	B - 料理コンテスト	1			2026-06-28	log/atcoder/awc0100/b/memo.md	log/atcoder/awc0100/b/main.cpp	https://atcoder.jp/contests/awc0100/tasks/awc0100_b	$1$ 人ずつ見ながら，その時点での最大値とその人の番号を保持するようにします．
atcoder/awc0100/c	atcoder	awc0100	c	C - 権限管理システム	2			2026-06-28	log/atcoder/awc0100/c/memo.md	log/atcoder/awc0100/c/main.cpp	https://atcoder.jp/contests/awc0100/tasks/awc0100_c	$M_j$ 個のビット列の bitwise OR をとる問題です．
atcoder/awc0100/d	atcoder	awc0100	d	D - チームの分割	2	累積和		2026-06-28	log/atcoder/awc0100/d/memo.md	log/atcoder/awc0100/d/main.cpp	https://atcoder.jp/contests/awc0100/tasks/awc0100_d	累積和テーブルを作っておくことで， $k$ に対する $S_1, S_2$ の計算を $O(1)$ 時間で行います．
atcoder/awc0100/e	atcoder	awc0100	e	E - 山の見晴らし	2			2026-06-28	log/atcoder/awc0100/e/memo.md	log/atcoder/awc0100/e/main.cpp	https://atcoder.jp/contests/awc0100/tasks/awc0100_e	各 $x$ に対して， $x$ 以上のものの個数がとれるようにしておきます．
atcoder/awc0100/f	atcoder	awc0100	f	F - 連続区間の売上目標	2	尺取り		2026-06-28	log/atcoder/awc0100/f/memo.md	log/atcoder/awc0100/f/main.cpp	https://atcoder.jp/contests/awc0100/tasks/awc0100_f	$L$ ごとに $R$ の個数を数えるようにします．単調性があるので， $L$ ごとに最小の $R$ が求まればよいです．尺取りや二分探索など．
atcoder/awc0100/g	atcoder	awc0100	g	G - 友達の輪	2	連結成分,UnionFind	ds/unionfind/unionfind.hpp	2026-06-28	log/atcoder/awc0100/g/memo.md	log/atcoder/awc0100/g/main.cpp	https://atcoder.jp/contests/awc0100/tasks/awc0100_g	生徒を頂点と見なして，クエリで来た頂点の連結成分サイズを出力します．
atcoder/awc0100/h	atcoder	awc0100	h	H - 都市の巡回調査	2	シミュレーション		2026-06-28	log/atcoder/awc0100/h/memo.md	log/atcoder/awc0100/h/main.cpp	https://atcoder.jp/contests/awc0100/tasks/awc0100_h	問題文の通りにシミュレーションします．
atcoder/awc0100/i	atcoder	awc0100	i	I - 円陣パスゲーム	3	Fenwick_Tree,セグメント木	ds/fenwicktree/fenwicktree_01.hpp	2026-06-28	log/atcoder/awc0100/i/memo.md	log/atcoder/awc0100/i/main.cpp	https://atcoder.jp/contests/awc0100/tasks/awc0100_i	生き残っている人だけを並べた配列を考えます．
atcoder/awc0100/j	atcoder	awc0100	j	J - 道路ネットワークの整備	4	HLD,パスクエリ	graph/ds/lazy_tree_monoid.hpp,alg/acted_monoid/min_add.hpp	2026-06-28	log/atcoder/awc0100/j/memo.md	log/atcoder/awc0100/j/main.cpp	https://atcoder.jp/contests/awc0100/tasks/awc0100_j	パス上の辺に， $1$ 加算するというのと min query というのの $2$ 種のクエリが来ます．例えば HLD でパスクエリを処理すればよいです．
atcoder/awc0100/k	atcoder	awc0100	k	K - 商店街の区画選び	4	平方分割,KD_tree	ds/kdtree/kdtree_acted_monoid.hpp,alg/acted_monoid/min_add.hpp	2026-06-28	log/atcoder/awc0100/k/memo.md	log/atcoder/awc0100/k/main.cpp	https://atcoder.jp/contests/awc0100/tasks/awc0100_k	まず，タイプ $2$ のクエリは，choice i： $[i,i+K)$ として， $1\leq i \leq N-K+1$ を選ぶ問題だとします．
atcoder/awc0100/l	atcoder	awc0100	l	L - スケジュール調整	4	two_sat,reachability,transitive_closure	graph/twosat.hpp,ds/my_bitset.hpp	2026-06-28	log/atcoder/awc0100/l/memo.md	log/atcoder/awc0100/l/main.cpp	https://atcoder.jp/contests/awc0100/tasks/awc0100_l	言い換えると「two sat の解で辞書順最小のものを求めてください」となります．
atcoder/awc0100/m	atcoder	awc0100	m	M - 秘密の数列と分岐するノート	5	Rollback_UnionFind,ポテンシャル付きUnionFind	alg/monoid/add.hpp,ds/unionfind/rollback_potentialized_unionfind.hpp,mod/dynamic_modint.hpp	2026-06-28	log/atcoder/awc0100/m/memo.md	log/atcoder/awc0100/m/main.cpp	https://atcoder.jp/contests/awc0100/tasks/awc0100_m	「版は木状に分岐していきます」の指す通りの木を作り，木を dfs traversal しながら各版での答を求めていきます．
atcoder/awc0100/n	atcoder	awc0100	n	N - 株価の補正	4	Slope_Trick	convex/slope_trick/slope_trick_0.hpp	2026-06-28	log/atcoder/awc0100/n/memo.md	log/atcoder/awc0100/n/main.cpp	https://atcoder.jp/contests/awc0100/tasks/awc0100_n	ほぼ有名既出そのままです．次が詳しいです．
atcoder/awc0100/o	atcoder	awc0100	o	O - 円環石板の結合	6	monge,Knuth_Yao_SpeedUp		2026-06-28	log/atcoder/awc0100/o/memo.md	log/atcoder/awc0100/o/main.cpp	https://atcoder.jp/contests/awc0100/tasks/awc0100_o	これもほぼ有名既出そのままです．次の問題では問題ページに解説があります．
atcoder/awtf2026algo/a	atcoder	awtf2026algo	a	A - Min Cut of Graph of Min Weight	6	最小カット,マージ過程の木	random/shuffle.hpp,mod/modint.hpp,ds/unionfind/unionfind.hpp,graph/base.hpp	2026-07-10	log/atcoder/awtf2026algo/a/memo.md	log/atcoder/awtf2026algo/a/main.cpp	https://atcoder.jp/contests/awtf2026algo/tasks/awtf2026algo_a	重み昇順に辺を順につないでいくことを考えると，容量は $2$ 点が同じ連結成分になる瞬間に使われた辺重みになります．
atcoder/awtf2026algo/b	atcoder	awtf2026algo	b	B - Window Records	7	判定問題解法でdp	enumerate/product.hpp,mod/modint.hpp	2026-07-10	log/atcoder/awtf2026algo/b/memo.md	log/atcoder/awtf2026algo/b/main.cpp	https://atcoder.jp/contests/awtf2026algo/tasks/awtf2026algo_b	まずは $p$ から $x$ を計算する方法を確認します．
atcoder/awtf2026algo/c	atcoder	awtf2026algo	c	C - Count by Descents	9	Eulerian_Polynomial,descent	mod/modint.hpp,poly/2d/convolution2d.hpp	2026-07-10	log/atcoder/awtf2026algo/c/memo.md	log/atcoder/awtf2026algo/c/main.cpp	https://atcoder.jp/contests/awtf2026algo/tasks/awtf2026algo_c	permutation を descent の個数ごとに数えるというのは有名問題で，結論は Eulerian Polynomial です．まずはこれを筋良く求める方法をきちんと理解しましょう．
atcoder/awtf2026algo/d	atcoder	awtf2026algo	d	D - Adj Swap Lex Max	9	隣接スワップ	ds/segtree/segtree.hpp,alg/monoid/min.hpp,alg/monoid/max.hpp	2026-07-11	log/atcoder/awtf2026algo/d/memo.md	log/atcoder/awtf2026algo/d/main.cpp	https://atcoder.jp/contests/awtf2026algo/tasks/awtf2026algo_d	まず，ぴったり $P\to Q$ が可能かという判定問題を考えます．余計な lcp を削って $P[0]< Q[0]$ であるとします．
atcoder/awtf2026algo/e	atcoder	awtf2026algo	e	E - Even Rows	10	+-1列の累積和,マッチング	mod/modint.hpp,ds/segtree/segtree.hpp,seq/cartesian_tree.hpp	2026-07-11	log/atcoder/awtf2026algo/e/memo.md	log/atcoder/awtf2026algo/e/main.cpp	https://atcoder.jp/contests/awtf2026algo/tasks/awtf2026algo_e	あまりに大変．
atcoder/fps-24/fps_24_a	atcoder	fps-24	fps_24_a	A - お菓子	3	疎なFPS	mod/modint.hpp,poly/fps_pow.hpp	2026-07-02	log/atcoder/fps-24/fps_24_a/memo.md	log/atcoder/fps-24/fps_24_a/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_a	$[x^N](x+x^3+x^4+x^6)^D$ と立式できます．
atcoder/fps-24/fps_24_b	atcoder	fps-24	fps_24_b	B - 整数の組	3	C-recursive	poly/coef_of_rational_fps.hpp,mod/modint.hpp	2026-07-02	log/atcoder/fps-24/fps_24_b/memo.md	log/atcoder/fps-24/fps_24_b/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_b	$[x^N](1+x)\cdot (1+x^2)\cdot \frac{1}{1-x^2}\cdot \frac{1}{1-x^3}$ と立式できます．
atcoder/fps-24/fps_24_c	atcoder	fps-24	fps_24_c	C - 数列	3		poly/fps_pow.hpp,mod/modint.hpp	2026-07-02	log/atcoder/fps-24/fps_24_c/memo.md	log/atcoder/fps-24/fps_24_c/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_c	$[x^S](1+x+\cdots+x^{M})^N$ と立式できます．
atcoder/fps-24/fps_24_d	atcoder	fps-24	fps_24_d	D - 数列 2	4		mod/modint.hpp,poly/fps_pow.hpp	2026-07-02	log/atcoder/fps-24/fps_24_d/memo.md	log/atcoder/fps-24/fps_24_d/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_d	$0\to a_1\to a_2\to \cdots \to a_N\to M$ という移動を考えると，
atcoder/fps-24/fps_24_e	atcoder	fps-24	fps_24_e	E - 数列 3	4	EGF	poly/convolution_all.hpp	2026-07-02	log/atcoder/fps-24/fps_24_e/memo.md	log/atcoder/fps-24/fps_24_e/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_e	出現回数を $c_1,c_2,\ldots$ とすると，適切な範囲で $\frac{N!}{c_1!\cdots c_M!}$ を足し合わせる問題になります．適切な範囲とは， $\sum c_i=M$ かつ $0\leq c_i\leq …
atcoder/fps-24/fps_24_f	atcoder	fps-24	fps_24_f	F - 色紙	4	C-recursive,BMBM	seq/interpolate_linear_rec.hpp	2026-07-02	log/atcoder/fps-24/fps_24_f/memo.md	log/atcoder/fps-24/fps_24_f/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_f	$4$ 状態の行列累乗という解法があり，それで AC 可能です．
atcoder/fps-24/fps_24_g	atcoder	fps-24	fps_24_g	G - 硬貨	4	戻すdp	mod/modint.hpp	2026-07-02	log/atcoder/fps-24/fps_24_g/memo.md	log/atcoder/fps-24/fps_24_g/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_g	ちょうど $n$ 円を払う方法の数え上げ $\dp[n]$ という dp テーブル（ $0\leq n\leq N$）を考えてある硬貨の追加・削除を行えればよいです．
atcoder/fps-24/fps_24_h	atcoder	fps-24	fps_24_h	H - ジャンプ	5	包除原理,EGF	poly/convolution.hpp	2026-07-02	log/atcoder/fps-24/fps_24_h/memo.md	log/atcoder/fps-24/fps_24_h/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_h	与えられた移動ルールの母関数を $F(x,y)$ とします． $(0,0)$ も認めたものを $G(x,y)$ とします．
atcoder/fps-24/fps_24_i	atcoder	fps-24	fps_24_i	I - スコア	4	多項式総積	poly/convolution_all.hpp	2026-07-02	log/atcoder/fps-24/fps_24_i/memo.md	log/atcoder/fps-24/fps_24_i/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_i	$[x^K]\prod_i(1+A_ix)$ です．このような総積は，分割統治などを利用して次数のバランスを保った計算手順をとることで， $O(N\log^2 N)$ 時間で計算できます．
atcoder/fps-24/fps_24_j	atcoder	fps-24	fps_24_j	J - スゴロク	5	分割統治dp	poly/convolution.hpp,mod/modint.hpp	2026-07-02	log/atcoder/fps-24/fps_24_j/memo.md	log/atcoder/fps-24/fps_24_j/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_j	$i$ に到達する確率 $\dp[i]$ という dp テーブルを求めることを目標にします．
atcoder/fps-24/fps_24_k	atcoder	fps-24	fps_24_k	K - 順列	4	indecomposable_permutations	mod/modint.hpp,seq/famous/indecomposable_permutations.hpp	2026-07-02	log/atcoder/fps-24/fps_24_k/memo.md	log/atcoder/fps-24/fps_24_k/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_k	数え上げの関係式を得る上で，「任意のもの」を「既約なもの」に分解する様子を考えるという手法があります（後述の，連結グラフ数え上げなどもそう）．
atcoder/fps-24/fps_24_l	atcoder	fps-24	fps_24_l	L - 順列 2	4	サイクル分解,グラフ数え上げ,FPS_exp	poly/fps_exp.hpp,mod/modint.hpp	2026-07-02	log/atcoder/fps-24/fps_24_l/memo.md	log/atcoder/fps-24/fps_24_l/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_l	順列を functional graph としてみて考えると次のようになります．
atcoder/fps-24/fps_24_m	atcoder	fps-24	fps_24_m	M - 連結グラフ	4	グラフ数え上げ,FPS_exp	mod/modint.hpp,graph/count/count_labeled_connected.hpp	2026-07-02	log/atcoder/fps-24/fps_24_m/memo.md	log/atcoder/fps-24/fps_24_m/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_m	$A(x)$ を連結グラフの EGF， $B(x)$ を任意のグラフの EGF とします（数え上げを $a_n,b_n$ としたときの $\sum \frac{a_n}{n!}x^n$, $\sum \frac{b_n}{n!}x^n$）．
atcoder/fps-24/fps_24_n	atcoder	fps-24	fps_24_n	N - 硬貨 2	4	FPS_log	poly/fps_exp.hpp	2026-07-02	log/atcoder/fps-24/fps_24_n/memo.md	log/atcoder/fps-24/fps_24_n/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_n	答は次のように立式出来ます：
atcoder/fps-24/fps_24_o	atcoder	fps-24	fps_24_o	O - 根付き木	5	グラフ数え上げ,ラグランジュ反転	mod/modint.hpp,nt/primetable.hpp,poly/compositional_inverse.hpp	2026-07-02	log/atcoder/fps-24/fps_24_o/memo.md	log/atcoder/fps-24/fps_24_o/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_o	根が $1$ であるという条件を**無視して**数えて，最後に $N$ で割ることにします．
atcoder/fps-24/fps_24_p	atcoder	fps-24	fps_24_p	P - ボール	4	EGF,多点評価	poly/multipoint.hpp	2026-07-02	log/atcoder/fps-24/fps_24_p/memo.md	log/atcoder/fps-24/fps_24_p/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_p	答は次のように立式出来ます．
atcoder/fps-24/fps_24_q	atcoder	fps-24	fps_24_q	Q - サイコロ	5	k乗和列挙	poly/convolution.hpp,mod/modint.hpp,poly/fps_div.hpp	2026-07-02	log/atcoder/fps-24/fps_24_q/memo.md	log/atcoder/fps-24/fps_24_q/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_q	計算すべきは次の値です．
atcoder/fps-24/fps_24_r	atcoder	fps-24	fps_24_r	R - ランダムウォーク	5	パス上のwalk,walkの母関数,巡回畳み込み	mod/modint.hpp,poly/ntt.hpp	2026-07-02	log/atcoder/fps-24/fps_24_r/memo.md	log/atcoder/fps-24/fps_24_r/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_r	$n=2^N$ とします．
atcoder/fps-24/fps_24_s	atcoder	fps-24	fps_24_s	S - ゲーム	6	Unvisited_Vertex_Geography,最大マッチング,オンライン畳み込み	poly/online/online_exp.hpp,enumerate/labeled_tree.hpp	2026-07-02	log/atcoder/fps-24/fps_24_s/memo.md	log/atcoder/fps-24/fps_24_s/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_s	問題 O のように EGF を作りますが，勝者に応じて $F_0(x), F_1(x)$ のように $2$ 種を用意します．
atcoder/fps-24/fps_24_t	atcoder	fps-24	fps_24_t	T - カラフル	6	包除原理	mod/modint.hpp,poly/sum_of_rationals.hpp,poly/coef_of_rational_fps.hpp	2026-07-02	log/atcoder/fps-24/fps_24_t/memo.md	log/atcoder/fps-24/fps_24_t/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_t	条件を満たす列は，次を順に並べることで得られます．
atcoder/fps-24/fps_24_u	atcoder	fps-24	fps_24_u	U - 録画機	7	多項式行列積	mod/modint.hpp,poly/convolution.hpp	2026-07-02	log/atcoder/fps-24/fps_24_u/memo.md	log/atcoder/fps-24/fps_24_u/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_u	まず判定については，どの瞬間においても $2$ 台以下ということになります．
atcoder/fps-24/fps_24_v	atcoder	fps-24	fps_24_v	V - 12 方向	7	2変数FPS	poly/convolution.hpp	2026-07-02	log/atcoder/fps-24/fps_24_v/memo.md	log/atcoder/fps-24/fps_24_v/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_v	まず，次の $2$ 種に分離して考えられます．
atcoder/fps-24/fps_24_w	atcoder	fps-24	fps_24_w	W - 閉路	6	部分グラフ数え上げ,SPS,二重連結グラフ数え上げ,SPS_exp	mod/modint.hpp,graph/count/count_connected_subgraph.hpp,graph/count/count_tree_subgraph.hpp,graph/count/count_biconnected_subgraph.hpp	2026-07-02	log/atcoder/fps-24/fps_24_w/memo.md	log/atcoder/fps-24/fps_24_w/main.cpp	https://atcoder.jp/contests/fps-24/tasks/fps_24_w	これは FPS というよりも SPS （集合べき級数）が登場です．
